"Problèmes Techniques"
Référence;Bloquant;"Date de correction";"Date de signalement";Opérateur;Module(s);Equipement;Description;Solution;"Fichier(s) joint(s)"
70;X;12/12/2017;20/09/2017;"0_MÉCANICIENS (Groupe mécaniciens)";117;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 117 (VAP 3T2 16b GN/FOD)";;X
71;X;13/12/2017;20/09/2017;"0_TECHNICIENS (Groupe Techniciens)";117;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 117 (VAP 3T2 16b GN/FOD)";;X
72;X;22/01/2018;20/09/2017;"BAZELISAL (Alexandre Bazelis)";117;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 117 (VAP 3T2 16b GN/FOD)";;
57;X;25/09/2017;07/09/2017;"0_MÉCANICIENS (Groupe mécaniciens)";105;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 105 (VAP 3T2 16b GN/FOD)";;X
58;X;08/12/2017;07/09/2017;"0_TECHNICIENS (Groupe Techniciens)";105;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 105 (VAP 3T2 16b GN/FOD)";;X
59;X;20/09/2017;07/09/2017;"BAZELISAL (Alexandre Bazelis)";105;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 105 (VAP 3T2 16b GN/FOD)";LBC;
60;X;25/09/2017;07/09/2017;"0_MÉCANICIENS (Groupe mécaniciens)";106;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 106 (VAP 3T2 16b GN/FOD)";;X
61;X;25/09/2017;07/09/2017;"0_TECHNICIENS (Groupe Techniciens)";106;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 106 (VAP 3T2 16b GN/FOD)";;X
62;X;21/11/2017;07/09/2017;"BAZELISAL (Alexandre Bazelis)";106;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 106 (VAP 3T2 16b GN/FOD)";ibc;
63;X;10/09/2017;07/09/2017;"0_MÉCANICIENS (Groupe mécaniciens)";507;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 507 (Cuve FOD 15m3 (r)";ras;
64;X;04/09/2017;07/09/2017;"0_TECHNICIENS (Groupe Techniciens)";507;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 507 (Cuve FOD 15m3 (r)";"pas de check technique";
65;X;07/09/2017;07/09/2017;"BAZELISAL (Alexandre Bazelis)";507;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 507 (Cuve FOD 15m3 (r)";"pas d'ibc";
54;X;01/09/2017;01/09/2017;"0_MÉCANICIENS (Groupe mécaniciens)";152;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 152 (VAP 6T 28b GN/FOD ancien design)";"check fait";X
55;X;01/09/2017;01/09/2017;"0_TECHNICIENS (Groupe Techniciens)";152;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 152 (VAP 6T 28b GN/FOD ancien design)";"check technicien fait
resolution probleme comme AZL";X
56;X;01/09/2017;01/09/2017;"BAZELISAL (Alexandre Bazelis)";152;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 152 (VAP 6T 28b GN/FOD ancien design)";;
11;X;29/08/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";114;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 114 (VAP 1,25T 16B GN/FOD)";;X
12;X;20/11/2017;31/08/2017;"DELIENNEDA (Dany Delienne)";114;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 114 (VAP 1,25T 16B GN/FOD)";;X
13;X;20/09/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";114;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 114 (VAP 1,25T 16B GN/FOD)";lbc;
14;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";101;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 101 (EC 3700 KW GN/FOD)";;
15;X;;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";101;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 101 (EC 3700 KW GN/FOD)";;
16;X;;31/08/2017;"BAZELISAL (Alexandre Bazelis)";101;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 101 (EC 3700 KW GN/FOD)";;
17;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";121;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 121 (VAP 6T 28b GN/FOD)";;
18;X;;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";121;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 121 (VAP 6T 28b GN/FOD)";;
19;X;;31/08/2017;"BAZELISAL (Alexandre Bazelis)";121;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 121 (VAP 6T 28b GN/FOD)";;
20;X;01/09/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";102;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 102 (EC 3700 KW GN/FOD)";ras;X
21;X;18/12/2017;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";102;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 102 (EC 3700 KW GN/FOD)";;X
22;X;22/01/2018;31/08/2017;"BAZELISAL (Alexandre Bazelis)";102;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 102 (EC 3700 KW GN/FOD)";;
23;X;18/09/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";151;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 151 (VAP 16T 24,5b GN/FOD version SH  + ancien design)";"suite modification de la cabine et le remplacement du corps de chauffe
pas de check papier adapté, check tech fait";
24;X;19/09/2017;31/08/2017;"BASSANDMA (Maxime Bassand)";151;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 151 (VAP 16T 24,5b GN/FOD version SH  + ancien design)";"check fait par kp mb hj";X
25;X;18/09/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";151;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 151 (VAP 16T 24,5b GN/FOD version SH  + ancien design)";"mise ajour faite par benjamin";
26;X;19/09/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";151;MÉCANIQUE;"suite changement corps de chauffe par un corps pour surchauffeur, la cabine est inadaptée, impossible d'ouvrir le bruleur";"modification de la cabine apres etude de CP";X
27;X;18/12/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";104;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 104 (EC 3700 KW GN/FOD)";;X
28;X;19/12/2017;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";104;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 104 (EC 3700 KW GN/FOD)";;X
29;X;22/01/2018;31/08/2017;"BAZELISAL (Alexandre Bazelis)";104;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 104 (EC 3700 KW GN/FOD)";;
30;X;31/08/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";107;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 107 (VAP 3T2 16b GN/FOD)";"garniture pompe faite";X
31;X;18/09/2017;31/08/2017;"HERVEJU (Julien Hervé)";107;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 107 (VAP 3T2 16b GN/FOD)";ras;X
32;X;08/11/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";107;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 107 (VAP 3T2 16b GN/FOD)";"pas de ibc";
33;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";109;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 109 (VAP 6T 20b GN/FOD)";;
34;X;;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";109;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 109 (VAP 6T 20b GN/FOD)";;
35;X;;31/08/2017;"BAZELISAL (Alexandre Bazelis)";109;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 109 (VAP 6T 20b GN/FOD)";;
36;X;30/08/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";115;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 115 (VAP 3T2 16b GN/FOD)";"detartrage par eautex lors du check";X
37;X;01/09/2017;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";115;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 115 (VAP 3T2 16b GN/FOD)";"check fait par Julien Herve";X
38;X;01/09/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";115;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 115 (VAP 3T2 16b GN/FOD)";"c'est un lbc";
39;X;04/03/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";116;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 116 (VAP 3T2 16b GN/FOD)";ok;X
40;X;01/09/2017;31/08/2017;"LEFEBVRERE (Rémy Lefebvre)";116;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 116 (VAP 3T2 16b GN/FOD)";"check ok";X
41;X;20/09/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";116;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 116 (VAP 3T2 16b GN/FOD)";"pas ibc";
42;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";118;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 118 (VAP 3T2 16b GN/FOD)";;
43;X;;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";118;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 118 (VAP 3T2 16b GN/FOD)";;
44;X;;31/08/2017;"BAZELISAL (Alexandre Bazelis)";118;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 118 (VAP 3T2 16b GN/FOD)";;
45;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";119;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 119 (VAP 6T 28b GN/FOD)";;
46;X;20/09/2017;31/08/2017;"HERVEJU (Julien Hervé)";119;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 119 (VAP 6T 28b GN/FOD)";"remplacement moteur de bruleur";X
47;X;21/11/2017;31/08/2017;"BAZELISAL (Alexandre Bazelis)";119;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 119 (VAP 6T 28b GN/FOD)";lbc;
48;X;01/09/2017;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";130;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 130 (VAP 6T 28b GN/FOD)";"check fait";X
49;X;08/11/2017;31/08/2017;"VERMERSCHED (Edwin Vermersch)";130;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 130 (VAP 6T 28b GN/FOD)";;X
50;X;18/12/2017;31/08/2017;"GUYOTBE (Benjamin Guyot)";130;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 130 (VAP 6T 28b GN/FOD)";"mise a jour faite avec implantation transmetteur pour protection pompe ea";
51;X;;31/08/2017;"0_MÉCANICIENS (Groupe mécaniciens)";141;"CHECK MÉCANICIEN";"Effectuer le check mécanicien
Vérifier les problèmes déclarés sur le module 141 (VAP 3T2 16b GN/FOD)";;
52;X;;31/08/2017;"0_TECHNICIENS (Groupe Techniciens)";141;"CHECK TECHNICIEN";"Effectuer le check technicien
Vérifier les problèmes déclarés sur le module 141 (VAP 3T2 16b GN/FOD)";;
53;X;;31/08/2017;"BAZELISAL (Alexandre Bazelis)";141;"MISE A JOUR AUTOMATE ET COMMUNICATION";"Effectuer la mise à jour de l'automate et de la communication pour le module 141 (VAP 3T2 16b GN/FOD)";;
10;;25/04/2017;24/04/2017;"0_MÉCANICIENS (Groupe mécaniciens)";129;POMPE;"DEMONTAGE CR5-29 POUR DEPANNER M120 CHEZ ARKEMA
POMPE EN COMMANDE LE 24/04/2017";"REMONTAGE DE LA POMPE DES RECEPTION";
4;X;31/08/2017;24/03/2017;"DECLERCQLU (Ludovic Declercq)";121;LBC;"ENTRE N°9 DE L'AUTOMATE HS
IL N'Y A PLUS DE LECTURE DE CONDUCTIVITÉ";"CONTRÔLE DE L'ANCIEN AUTOMATE DU MODULE 112 +
-> ok fait par Kevin Houssin le 27/03/2017
en realite 4-20mA mal cablé

LUDO : L'INSTALLER SUR LE M121
RETOUR PRÉVU LE 15/04/2017

Entrée automate ok contrôle câblage Anthony Simon sur site.";
1;X;31/08/2017;15/03/2017;"BAZELISAL (Alexandre Bazelis)";551;"BÂCHE 17m3";"Fuite sur brides de rampes d'injection vapeur.";"démontage + contrôle
remontage + épreuve de bâche
photo dans répertoire du module";
